ITEM ID;GROUP;SUBGROUP;TIER;ENCHANTMENT;REQUIREMENT 1;AMT 1;REQUIREMENT 2;AMT 2;REQUIREMENT 3;AMT 3;;;;;;
T5_SHOES_PLATE_ROYAL@3;armor;plate_shoes;5;3;T5_SHOES_PLATE_SET3@3;1;QUESTITEM_TOKEN_ROYAL_T5;4;;;;;;;;
T6_SHOES_PLATE_ROYAL;armor;plate_shoes;6;0;T6_SHOES_PLATE_SET1;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL;armor;plate_shoes;6;0;T6_SHOES_PLATE_SET2;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL;armor;plate_shoes;6;0;T6_SHOES_PLATE_SET3;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@1;armor;plate_shoes;6;1;T6_SHOES_PLATE_SET1@1;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@1;armor;plate_shoes;6;1;T6_SHOES_PLATE_SET2@1;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@1;armor;plate_shoes;6;1;T6_SHOES_PLATE_SET3@1;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@2;armor;plate_shoes;6;2;T6_SHOES_PLATE_SET1@2;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@2;armor;plate_shoes;6;2;T6_SHOES_PLATE_SET2@2;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@2;armor;plate_shoes;6;2;T6_SHOES_PLATE_SET3@2;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@3;armor;plate_shoes;6;3;T6_SHOES_PLATE_SET1@3;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@3;armor;plate_shoes;6;3;T6_SHOES_PLATE_SET2@3;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T6_SHOES_PLATE_ROYAL@3;armor;plate_shoes;6;3;T6_SHOES_PLATE_SET3@3;1;QUESTITEM_TOKEN_ROYAL_T6;8;;;;;;;;
T7_SHOES_PLATE_ROYAL;armor;plate_shoes;7;0;T7_SHOES_PLATE_SET1;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL;armor;plate_shoes;7;0;T7_SHOES_PLATE_SET2;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL;armor;plate_shoes;7;0;T7_SHOES_PLATE_SET3;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@1;armor;plate_shoes;7;1;T7_SHOES_PLATE_SET1@1;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@1;armor;plate_shoes;7;1;T7_SHOES_PLATE_SET2@1;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@1;armor;plate_shoes;7;1;T7_SHOES_PLATE_SET3@1;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@2;armor;plate_shoes;7;2;T7_SHOES_PLATE_SET1@2;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@2;armor;plate_shoes;7;2;T7_SHOES_PLATE_SET2@2;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@2;armor;plate_shoes;7;2;T7_SHOES_PLATE_SET3@2;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@3;armor;plate_shoes;7;3;T7_SHOES_PLATE_SET1@3;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@3;armor;plate_shoes;7;3;T7_SHOES_PLATE_SET2@3;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T7_SHOES_PLATE_ROYAL@3;armor;plate_shoes;7;3;T7_SHOES_PLATE_SET3@3;1;QUESTITEM_TOKEN_ROYAL_T7;8;;;;;;;;
T8_SHOES_PLATE_ROYAL;armor;plate_shoes;8;0;T8_SHOES_PLATE_SET1;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL;armor;plate_shoes;8;0;T8_SHOES_PLATE_SET2;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL;armor;plate_shoes;8;0;T8_SHOES_PLATE_SET3;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@1;armor;plate_shoes;8;1;T8_SHOES_PLATE_SET1@1;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@1;armor;plate_shoes;8;1;T8_SHOES_PLATE_SET2@1;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@1;armor;plate_shoes;8;1;T8_SHOES_PLATE_SET3@1;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@2;armor;plate_shoes;8;2;T8_SHOES_PLATE_SET1@2;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@2;armor;plate_shoes;8;2;T8_SHOES_PLATE_SET2@2;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@2;armor;plate_shoes;8;2;T8_SHOES_PLATE_SET3@2;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@3;armor;plate_shoes;8;3;T8_SHOES_PLATE_SET1@3;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@3;armor;plate_shoes;8;3;T8_SHOES_PLATE_SET2@3;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T8_SHOES_PLATE_ROYAL@3;armor;plate_shoes;8;3;T8_SHOES_PLATE_SET3@3;1;QUESTITEM_TOKEN_ROYAL_T8;8;;;;;;;;
T4_HEAD_GATHERER_FIBER;gatherergear;fibergatherer_helmet;4;0;T4_CLOTH;8;;;;;;;;;;
T4_HEAD_GATHERER_FIBER@1;gatherergear;fibergatherer_helmet;4;1;T4_CLOTH_LEVEL1@1;8;;;;;;;;;;
T4_HEAD_GATHERER_FIBER@2;gatherergear;fibergatherer_helmet;4;2;T4_CLOTH_LEVEL2@2;8;;;;;;;;;;
T4_HEAD_GATHERER_FIBER@3;gatherergear;fibergatherer_helmet;4;3;T4_CLOTH_LEVEL3@3;8;;;;;;;;;;
T5_HEAD_GATHERER_FIBER;gatherergear;fibergatherer_helmet;5;0;T5_CLOTH;8;;;;;;;;;;
T5_HEAD_GATHERER_FIBER@1;gatherergear;fibergatherer_helmet;5;1;T5_CLOTH_LEVEL1@1;8;;;;;;;;;;
T5_HEAD_GATHERER_FIBER@2;gatherergear;fibergatherer_helmet;5;2;T5_CLOTH_LEVEL2@2;8;;;;;;;;;;
T5_HEAD_GATHERER_FIBER@3;gatherergear;fibergatherer_helmet;5;3;T5_CLOTH_LEVEL3@3;8;;;;;;;;;;
T6_HEAD_GATHERER_FIBER;gatherergear;fibergatherer_helmet;6;0;T6_CLOTH;8;;;;;;;;;;
T6_HEAD_GATHERER_FIBER@1;gatherergear;fibergatherer_helmet;6;1;T6_CLOTH_LEVEL1@1;8;;;;;;;;;;
T6_HEAD_GATHERER_FIBER@2;gatherergear;fibergatherer_helmet;6;2;T6_CLOTH_LEVEL2@2;8;;;;;;;;;;
T6_HEAD_GATHERER_FIBER@3;gatherergear;fibergatherer_helmet;6;3;T6_CLOTH_LEVEL3@3;8;;;;;;;;;;
T7_HEAD_GATHERER_FIBER;gatherergear;fibergatherer_helmet;7;0;T7_CLOTH;8;;;;;;;;;;
T7_HEAD_GATHERER_FIBER@1;gatherergear;fibergatherer_helmet;7;1;T7_CLOTH_LEVEL1@1;8;;;;;;;;;;
T7_HEAD_GATHERER_FIBER@2;gatherergear;fibergatherer_helmet;7;2;T7_CLOTH_LEVEL2@2;8;;;;;;;;;;
T7_HEAD_GATHERER_FIBER@3;gatherergear;fibergatherer_helmet;7;3;T7_CLOTH_LEVEL3@3;8;;;;;;;;;;
T8_HEAD_GATHERER_FIBER;gatherergear;fibergatherer_helmet;8;0;T8_CLOTH;8;;;;;;;;;;
T8_HEAD_GATHERER_FIBER@1;gatherergear;fibergatherer_helmet;8;1;T8_CLOTH_LEVEL1@1;8;;;;;;;;;;
T8_HEAD_GATHERER_FIBER@2;gatherergear;fibergatherer_helmet;8;2;T8_CLOTH_LEVEL2@2;8;;;;;;;;;;
T8_HEAD_GATHERER_FIBER@3;gatherergear;fibergatherer_helmet;8;3;T8_CLOTH_LEVEL3@3;8;;;;;;;;;;
T4_ARMOR_GATHERER_FIBER;gatherergear;fibergatherer_armor;4;0;T4_CLOTH;8;;;;;;;;;;
T4_ARMOR_GATHERER_FIBER@1;gatherergear;fibergatherer_armor;4;1;T4_CLOTH_LEVEL1@1;8;;;;;;;;;;
T4_ARMOR_GATHERER_FIBER@2;gatherergear;fibergatherer_armor;4;2;T4_CLOTH_LEVEL2@2;8;;;;;;;;;;
T4_ARMOR_GATHERER_FIBER@3;gatherergear;fibergatherer_armor;4;3;T4_CLOTH_LEVEL3@3;8;;;;;;;;;;
T5_ARMOR_GATHERER_FIBER;gatherergear;fibergatherer_armor;5;0;T5_CLOTH;8;;;;;;;;;;
T5_ARMOR_GATHERER_FIBER@1;gatherergear;fibergatherer_armor;5;1;T5_CLOTH_LEVEL1@1;8;;;;;;;;;;
T5_ARMOR_GATHERER_FIBER@2;gatherergear;fibergatherer_armor;5;2;T5_CLOTH_LEVEL2@2;8;;;;;;;;;;
T5_ARMOR_GATHERER_FIBER@3;gatherergear;fibergatherer_armor;5;3;T5_CLOTH_LEVEL3@3;8;;;;;;;;;;
T6_ARMOR_GATHERER_FIBER;gatherergear;fibergatherer_armor;6;0;T6_CLOTH;8;;;;;;;;;;
T6_ARMOR_GATHERER_FIBER@1;gatherergear;fibergatherer_armor;6;1;T6_CLOTH_LEVEL1@1;8;;;;;;;;;;
T6_ARMOR_GATHERER_FIBER@2;gatherergear;fibergatherer_armor;6;2;T6_CLOTH_LEVEL2@2;8;;;;;;;;;;
T6_ARMOR_GATHERER_FIBER@3;gatherergear;fibergatherer_armor;6;3;T6_CLOTH_LEVEL3@3;8;;;;;;;;;;
T7_ARMOR_GATHERER_FIBER;gatherergear;fibergatherer_armor;7;0;T7_CLOTH;8;;;;;;;;;;
T7_ARMOR_GATHERER_FIBER@1;gatherergear;fibergatherer_armor;7;1;T7_CLOTH_LEVEL1@1;8;;;;;;;;;;
T7_ARMOR_GATHERER_FIBER@2;gatherergear;fibergatherer_armor;7;2;T7_CLOTH_LEVEL2@2;8;;;;;;;;;;
T7_ARMOR_GATHERER_FIBER@3;gatherergear;fibergatherer_armor;7;3;T7_CLOTH_LEVEL3@3;8;;;;;;;;;;
T8_ARMOR_GATHERER_FIBER;gatherergear;fibergatherer_armor;8;0;T8_CLOTH;8;;;;;;;;;;
T8_ARMOR_GATHERER_FIBER@1;gatherergear;fibergatherer_armor;8;1;T8_CLOTH_LEVEL1@1;8;;;;;;;;;;
T8_ARMOR_GATHERER_FIBER@2;gatherergear;fibergatherer_armor;8;2;T8_CLOTH_LEVEL2@2;8;;;;;;;;;;
T8_ARMOR_GATHERER_FIBER@3;gatherergear;fibergatherer_armor;8;3;T8_CLOTH_LEVEL3@3;8;;;;;;;;;;
T4_SHOES_GATHERER_FIBER;gatherergear;fibergatherer_shoes;4;0;T4_CLOTH;8;;;;;;;;;;
T4_SHOES_GATHERER_FIBER@1;gatherergear;fibergatherer_shoes;4;1;T4_CLOTH_LEVEL1@1;8;;;;;;;;;;
T4_SHOES_GATHERER_FIBER@2;gatherergear;fibergatherer_shoes;4;2;T4_CLOTH_LEVEL2@2;8;;;;;;;;;;
T4_SHOES_GATHERER_FIBER@3;gatherergear;fibergatherer_shoes;4;3;T4_CLOTH_LEVEL3@3;8;;;;;;;;;;
T5_SHOES_GATHERER_FIBER;gatherergear;fibergatherer_shoes;5;0;T5_CLOTH;8;;;;;;;;;;
T5_SHOES_GATHERER_FIBER@1;gatherergear;fibergatherer_shoes;5;1;T5_CLOTH_LEVEL1@1;8;;;;;;;;;;
T5_SHOES_GATHERER_FIBER@2;gatherergear;fibergatherer_shoes;5;2;T5_CLOTH_LEVEL2@2;8;;;;;;;;;;
T5_SHOES_GATHERER_FIBER@3;gatherergear;fibergatherer_shoes;5;3;T5_CLOTH_LEVEL3@3;8;;;;;;;;;;
T6_SHOES_GATHERER_FIBER;gatherergear;fibergatherer_shoes;6;0;T6_CLOTH;8;;;;;;;;;;
T6_SHOES_GATHERER_FIBER@1;gatherergear;fibergatherer_shoes;6;1;T6_CLOTH_LEVEL1@1;8;;;;;;;;;;
T6_SHOES_GATHERER_FIBER@2;gatherergear;fibergatherer_shoes;6;2;T6_CLOTH_LEVEL2@2;8;;;;;;;;;;
T6_SHOES_GATHERER_FIBER@3;gatherergear;fibergatherer_shoes;6;3;T6_CLOTH_LEVEL3@3;8;;;;;;;;;;
T7_SHOES_GATHERER_FIBER;gatherergear;fibergatherer_shoes;7;0;T7_CLOTH;8;;;;;;;;;;
T7_SHOES_GATHERER_FIBER@1;gatherergear;fibergatherer_shoes;7;1;T7_CLOTH_LEVEL1@1;8;;;;;;;;;;
T7_SHOES_GATHERER_FIBER@2;gatherergear;fibergatherer_shoes;7;2;T7_CLOTH_LEVEL2@2;8;;;;;;;;;;
T7_SHOES_GATHERER_FIBER@3;gatherergear;fibergatherer_shoes;7;3;T7_CLOTH_LEVEL3@3;8;;;;;;;;;;
T8_SHOES_GATHERER_FIBER;gatherergear;fibergatherer_shoes;8;0;T8_CLOTH;8;;;;;;;;;;
T8_SHOES_GATHERER_FIBER@1;gatherergear;fibergatherer_shoes;8;1;T8_CLOTH_LEVEL1@1;8;;;;;;;;;;
T8_SHOES_GATHERER_FIBER@2;gatherergear;fibergatherer_shoes;8;2;T8_CLOTH_LEVEL2@2;8;;;;;;;;;;
T8_SHOES_GATHERER_FIBER@3;gatherergear;fibergatherer_shoes;8;3;T8_CLOTH_LEVEL3@3;8;;;;;;;;;;
T4_BACKPACK_GATHERER_FIBER;gatherergear;fibergatherer_backpack;4;0;T4_CLOTH;4;T4_LEATHER;4;;;;;;;;
T4_BACKPACK_GATHERER_FIBER@1;gatherergear;fibergatherer_backpack;4;1;T4_CLOTH_LEVEL1@1;4;T4_LEATHER_LEVEL1@1;4;;;;;;;;
T4_BACKPACK_GATHERER_FIBER@2;gatherergear;fibergatherer_backpack;4;2;T4_CLOTH_LEVEL2@2;4;T4_LEATHER_LEVEL2@2;4;;;;;;;;
T4_BACKPACK_GATHERER_FIBER@3;gatherergear;fibergatherer_backpack;4;3;T4_CLOTH_LEVEL3@3;4;T4_LEATHER_LEVEL3@3;4;;;;;;;;
T5_BACKPACK_GATHERER_FIBER;gatherergear;fibergatherer_backpack;5;0;T5_CLOTH;4;T5_LEATHER;4;;;;;;;;
T5_BACKPACK_GATHERER_FIBER@1;gatherergear;fibergatherer_backpack;5;1;T5_CLOTH_LEVEL1@1;4;T5_LEATHER_LEVEL1@1;4;;;;;;;;
T5_BACKPACK_GATHERER_FIBER@2;gatherergear;fibergatherer_backpack;5;2;T5_CLOTH_LEVEL2@2;4;T5_LEATHER_LEVEL2@2;4;;;;;;;;
T5_BACKPACK_GATHERER_FIBER@3;gatherergear;fibergatherer_backpack;5;3;T5_CLOTH_LEVEL3@3;4;T5_LEATHER_LEVEL3@3;4;;;;;;;;
T6_BACKPACK_GATHERER_FIBER;gatherergear;fibergatherer_backpack;6;0;T6_CLOTH;4;T6_LEATHER;4;;;;;;;;
T6_BACKPACK_GATHERER_FIBER@1;gatherergear;fibergatherer_backpack;6;1;T6_CLOTH_LEVEL1@1;4;T6_LEATHER_LEVEL1@1;4;;;;;;;;
T6_BACKPACK_GATHERER_FIBER@2;gatherergear;fibergatherer_backpack;6;2;T6_CLOTH_LEVEL2@2;4;T6_LEATHER_LEVEL2@2;4;;;;;;;;
T6_BACKPACK_GATHERER_FIBER@3;gatherergear;fibergatherer_backpack;6;3;T6_CLOTH_LEVEL3@3;4;T6_LEATHER_LEVEL3@3;4;;;;;;;;
T7_BACKPACK_GATHERER_FIBER;gatherergear;fibergatherer_backpack;7;0;T7_CLOTH;4;T7_LEATHER;4;;;;;;;;
T7_BACKPACK_GATHERER_FIBER@1;gatherergear;fibergatherer_backpack;7;1;T7_CLOTH_LEVEL1@1;4;T7_LEATHER_LEVEL1@1;4;;;;;;;;
T7_BACKPACK_GATHERER_FIBER@2;gatherergear;fibergatherer_backpack;7;2;T7_CLOTH_LEVEL2@2;4;T7_LEATHER_LEVEL2@2;4;;;;;;;;
T7_BACKPACK_GATHERER_FIBER@3;gatherergear;fibergatherer_backpack;7;3;T7_CLOTH_LEVEL3@3;4;T7_LEATHER_LEVEL3@3;4;;;;;;;;
T8_BACKPACK_GATHERER_FIBER;gatherergear;fibergatherer_backpack;8;0;T8_CLOTH;4;T8_LEATHER;4;;;;;;;;
T8_BACKPACK_GATHERER_FIBER@1;gatherergear;fibergatherer_backpack;8;1;T8_CLOTH_LEVEL1@1;4;T8_LEATHER_LEVEL1@1;4;;;;;;;;
T8_BACKPACK_GATHERER_FIBER@2;gatherergear;fibergatherer_backpack;8;2;T8_CLOTH_LEVEL2@2;4;T8_LEATHER_LEVEL2@2;4;;;;;;;;
T8_BACKPACK_GATHERER_FIBER@3;gatherergear;fibergatherer_backpack;8;3;T8_CLOTH_LEVEL3@3;4;T8_LEATHER_LEVEL3@3;4;;;;;;;;
T4_HEAD_GATHERER_HIDE;gatherergear;hidegatherer_helmet;4;0;T4_LEATHER;8;;;;;;;;;;
T4_HEAD_GATHERER_HIDE@1;gatherergear;hidegatherer_helmet;4;1;T4_LEATHER_LEVEL1@1;8;;;;;;;;;;
T4_HEAD_GATHERER_HIDE@2;gatherergear;hidegatherer_helmet;4;2;T4_LEATHER_LEVEL2@2;8;;;;;;;;;;
T4_HEAD_GATHERER_HIDE@3;gatherergear;hidegatherer_helmet;4;3;T4_LEATHER_LEVEL3@3;8;;;;;;;;;;
T5_HEAD_GATHERER_HIDE;gatherergear;hidegatherer_helmet;5;0;T5_LEATHER;8;;;;;;;;;;
T5_HEAD_GATHERER_HIDE@1;gatherergear;hidegatherer_helmet;5;1;T5_LEATHER_LEVEL1@1;8;;;;;;;;;;
T5_HEAD_GATHERER_HIDE@2;gatherergear;hidegatherer_helmet;5;2;T5_LEATHER_LEVEL2@2;8;;;;;;;;;;
T5_HEAD_GATHERER_HIDE@3;gatherergear;hidegatherer_helmet;5;3;T5_LEATHER_LEVEL3@3;8;;;;;;;;;;
T6_HEAD_GATHERER_HIDE;gatherergear;hidegatherer_helmet;6;0;T6_LEATHER;8;;;;;;;;;;
T6_HEAD_GATHERER_HIDE@1;gatherergear;hidegatherer_helmet;6;1;T6_LEATHER_LEVEL1@1;8;;;;;;;;;;
T6_HEAD_GATHERER_HIDE@2;gatherergear;hidegatherer_helmet;6;2;T6_LEATHER_LEVEL2@2;8;;;;;;;;;;
T6_HEAD_GATHERER_HIDE@3;gatherergear;hidegatherer_helmet;6;3;T6_LEATHER_LEVEL3@3;8;;;;;;;;;;
T7_HEAD_GATHERER_HIDE;gatherergear;hidegatherer_helmet;7;0;T7_LEATHER;8;;;;;;;;;;
T7_HEAD_GATHERER_HIDE@1;gatherergear;hidegatherer_helmet;7;1;T7_LEATHER_LEVEL1@1;8;;;;;;;;;;
T7_HEAD_GATHERER_HIDE@2;gatherergear;hidegatherer_helmet;7;2;T7_LEATHER_LEVEL2@2;8;;;;;;;;;;
T7_HEAD_GATHERER_HIDE@3;gatherergear;hidegatherer_helmet;7;3;T7_LEATHER_LEVEL3@3;8;;;;;;;;;;
T8_HEAD_GATHERER_HIDE;gatherergear;hidegatherer_helmet;8;0;T8_LEATHER;8;;;;;;;;;;
T8_HEAD_GATHERER_HIDE@1;gatherergear;hidegatherer_helmet;8;1;T8_LEATHER_LEVEL1@1;8;;;;;;;;;;
T8_HEAD_GATHERER_HIDE@2;gatherergear;hidegatherer_helmet;8;2;T8_LEATHER_LEVEL2@2;8;;;;;;;;;;
T8_HEAD_GATHERER_HIDE@3;gatherergear;hidegatherer_helmet;8;3;T8_LEATHER_LEVEL3@3;8;;;;;;;;;;
T4_ARMOR_GATHERER_HIDE;gatherergear;hidegatherer_armor;4;0;T4_LEATHER;8;;;;;;;;;;
T4_ARMOR_GATHERER_HIDE@1;gatherergear;hidegatherer_armor;4;1;T4_LEATHER_LEVEL1@1;8;;;;;;;;;;
T4_ARMOR_GATHERER_HIDE@2;gatherergear;hidegatherer_armor;4;2;T4_LEATHER_LEVEL2@2;8;;;;;;;;;;
T4_ARMOR_GATHERER_HIDE@3;gatherergear;hidegatherer_armor;4;3;T4_LEATHER_LEVEL3@3;8;;;;;;;;;;
T5_ARMOR_GATHERER_HIDE;gatherergear;hidegatherer_armor;5;0;T5_LEATHER;8;;;;;;;;;;
T5_ARMOR_GATHERER_HIDE@1;gatherergear;hidegatherer_armor;5;1;T5_LEATHER_LEVEL1@1;8;;;;;;;;;;
T5_ARMOR_GATHERER_HIDE@2;gatherergear;hidegatherer_armor;5;2;T5_LEATHER_LEVEL2@2;8;;;;;;;;;;
T5_ARMOR_GATHERER_HIDE@3;gatherergear;hidegatherer_armor;5;3;T5_LEATHER_LEVEL3@3;8;;;;;;;;;;
T6_ARMOR_GATHERER_HIDE;gatherergear;hidegatherer_armor;6;0;T6_LEATHER;8;;;;;;;;;;
T6_ARMOR_GATHERER_HIDE@1;gatherergear;hidegatherer_armor;6;1;T6_LEATHER_LEVEL1@1;8;;;;;;;;;;
T6_ARMOR_GATHERER_HIDE@2;gatherergear;hidegatherer_armor;6;2;T6_LEATHER_LEVEL2@2;8;;;;;;;;;;
T6_ARMOR_GATHERER_HIDE@3;gatherergear;hidegatherer_armor;6;3;T6_LEATHER_LEVEL3@3;8;;;;;;;;;;
T7_ARMOR_GATHERER_HIDE;gatherergear;hidegatherer_armor;7;0;T7_LEATHER;8;;;;;;;;;;
T7_ARMOR_GATHERER_HIDE@1;gatherergear;hidegatherer_armor;7;1;T7_LEATHER_LEVEL1@1;8;;;;;;;;;;
T7_ARMOR_GATHERER_HIDE@2;gatherergear;hidegatherer_armor;7;2;T7_LEATHER_LEVEL2@2;8;;;;;;;;;;
T7_ARMOR_GATHERER_HIDE@3;gatherergear;hidegatherer_armor;7;3;T7_LEATHER_LEVEL3@3;8;;;;;;;;;;
T8_ARMOR_GATHERER_HIDE;gatherergear;hidegatherer_armor;8;0;T8_LEATHER;8;;;;;;;;;;
T8_ARMOR_GATHERER_HIDE@1;gatherergear;hidegatherer_armor;8;1;T8_LEATHER_LEVEL1@1;8;;;;;;;;;;
T8_ARMOR_GATHERER_HIDE@2;gatherergear;hidegatherer_armor;8;2;T8_LEATHER_LEVEL2@2;8;;;;;;;;;;
T8_ARMOR_GATHERER_HIDE@3;gatherergear;hidegatherer_armor;8;3;T8_LEATHER_LEVEL3@3;8;;;;;;;;;;
T4_SHOES_GATHERER_HIDE;gatherergear;hidegatherer_shoes;4;0;T4_LEATHER;8;;;;;;;;;;
T4_SHOES_GATHERER_HIDE@1;gatherergear;hidegatherer_shoes;4;1;T4_LEATHER_LEVEL1@1;8;;;;;;;;;;
T4_SHOES_GATHERER_HIDE@2;gatherergear;hidegatherer_shoes;4;2;T4_LEATHER_LEVEL2@2;8;;;;;;;;;;
T4_SHOES_GATHERER_HIDE@3;gatherergear;hidegatherer_shoes;4;3;T4_LEATHER_LEVEL3@3;8;;;;;;;;;;
T5_SHOES_GATHERER_HIDE;gatherergear;hidegatherer_shoes;5;0;T5_LEATHER;8;;;;;;;;;;
T5_SHOES_GATHERER_HIDE@1;gatherergear;hidegatherer_shoes;5;1;T5_LEATHER_LEVEL1@1;8;;;;;;;;;;
T5_SHOES_GATHERER_HIDE@2;gatherergear;hidegatherer_shoes;5;2;T5_LEATHER_LEVEL2@2;8;;;;;;;;;;
T5_SHOES_GATHERER_HIDE@3;gatherergear;hidegatherer_shoes;5;3;T5_LEATHER_LEVEL3@3;8;;;;;;;;;;
T6_SHOES_GATHERER_HIDE;gatherergear;hidegatherer_shoes;6;0;T6_LEATHER;8;;;;;;;;;;
T6_SHOES_GATHERER_HIDE@1;gatherergear;hidegatherer_shoes;6;1;T6_LEATHER_LEVEL1@1;8;;;;;;;;;;
T6_SHOES_GATHERER_HIDE@2;gatherergear;hidegatherer_shoes;6;2;T6_LEATHER_LEVEL2@2;8;;;;;;;;;;
T6_SHOES_GATHERER_HIDE@3;gatherergear;hidegatherer_shoes;6;3;T6_LEATHER_LEVEL3@3;8;;;;;;;;;;
T7_SHOES_GATHERER_HIDE;gatherergear;hidegatherer_shoes;7;0;T7_LEATHER;8;;;;;;;;;;
T7_SHOES_GATHERER_HIDE@1;gatherergear;hidegatherer_shoes;7;1;T7_LEATHER_LEVEL1@1;8;;;;;;;;;;
T7_SHOES_GATHERER_HIDE@2;gatherergear;hidegatherer_shoes;7;2;T7_LEATHER_LEVEL2@2;8;;;;;;;;;;
T7_SHOES_GATHERER_HIDE@3;gatherergear;hidegatherer_shoes;7;3;T7_LEATHER_LEVEL3@3;8;;;;;;;;;;
T8_SHOES_GATHERER_HIDE;gatherergear;hidegatherer_shoes;8;0;T8_LEATHER;8;;;;;;;;;;
T8_SHOES_GATHERER_HIDE@1;gatherergear;hidegatherer_shoes;8;1;T8_LEATHER_LEVEL1@1;8;;;;;;;;;;
T8_SHOES_GATHERER_HIDE@2;gatherergear;hidegatherer_shoes;8;2;T8_LEATHER_LEVEL2@2;8;;;;;;;;;;
T8_SHOES_GATHERER_HIDE@3;gatherergear;hidegatherer_shoes;8;3;T8_LEATHER_LEVEL3@3;8;;;;;;;;;;
T4_BACKPACK_GATHERER_HIDE;gatherergear;hidegatherer_backpack;4;0;T4_CLOTH;4;T4_LEATHER;4;;;;;;;;
T4_BACKPACK_GATHERER_HIDE@1;gatherergear;hidegatherer_backpack;4;1;T4_CLOTH_LEVEL1@1;4;T4_LEATHER_LEVEL1@1;4;;;;;;;;
T4_BACKPACK_GATHERER_HIDE@2;gatherergear;hidegatherer_backpack;4;2;T4_CLOTH_LEVEL2@2;4;T4_LEATHER_LEVEL2@2;4;;;;;;;;
T4_BACKPACK_GATHERER_HIDE@3;gatherergear;hidegatherer_backpack;4;3;T4_CLOTH_LEVEL3@3;4;T4_LEATHER_LEVEL3@3;4;;;;;;;;
T5_BACKPACK_GATHERER_HIDE;gatherergear;hidegatherer_backpack;5;0;T5_CLOTH;4;T5_LEATHER;4;;;;;;;;
T5_BACKPACK_GATHERER_HIDE@1;gatherergear;hidegatherer_backpack;5;1;T5_CLOTH_LEVEL1@1;4;T5_LEATHER_LEVEL1@1;4;;;;;;;;
